order_id,order_date,customer_id,product,category,quantity,unit_price,total_amount,payment_method,order_status,city
ORD10325,2026-02-04,CUST1123,Webcam,Electronics,5,2014.84,10074.20,Credit Card,Cancelled,Ahmedabad
ORD10143,2026-06-01,CUST1085,Phone Case,Accessories,1,443.05,443.05,UPI,Cancelled,Mumbai
ORD10399,2026-03-26,CUST1248,Running Shoes,Footwear,4,3304.99,13219.96,Cash on Delivery,Delivered,Pune
ORD10130,2026-01-30,CUST1249,Mechanical Keyboard,Electronics,3,2313.37,6940.11,Cash on Delivery,Returned,Pune
ORD10171,2026-02-25,CUST1114,Laptop Stand,Accessories,1,1373.15,1373.15,Cash on Delivery,Shipped,Hyderabad
ORD10193,2026-07-29,CUST1160,Smart Watch,Electronics,5,3997.13,19985.65,Net Banking,Returned,Pune
ORD10268,2026-04-05,CUST1120,Wireless Mouse,Electronics,3,710.33,2130.99,Net Banking,Shipped,Ahmedabad
ORD10033,2026-03-13,CUST1119,Phone Case,Accessories,2,487.31,974.62,Credit Card,Delivered,Chennai
ORD10150,2026-05-16,CUST1106,Webcam,Electronics,4,1965.18,7860.72,Net Banking,Shipped,Nashik
ORD10004,2026-08-11,CUST1002,Phone Case,Accessories,5,465.80,2329.00,Credit Card,Cancelled,Hyderabad
ORD10292,2026-05-11,CUST1103,Jeans,Fashion,2,1818.53,3637.06,Net Banking,Delivered,Pune
ORD10068,2026-08-02,CUST1001,Backpack,Bags,3,1748.31,5244.93,Debit Card,Processing,Nagpur
ORD10395,2026-06-18,CUST1040,Running Shoes,Footwear,3,2674.64,8023.92,Cash on Delivery,Cancelled,Mumbai
ORD10326,2026-08-22,CUST1121,Webcam,Electronics,4,2332.22,9328.88,Net Banking,Shipped,Nagpur
ORD10160,2026-04-17,CUST1045,Mechanical Keyboard,Electronics,3,2369.09,7107.27,Credit Card,Shipped,Kolkata
ORD10470,2026-04-05,CUST1152,T-Shirt,Fashion,5,829.57,4147.85,Cash on Delivery,Shipped,Kolkata
ORD10266,2026-03-18,CUST1218,Water Bottle,Home & Kitchen,5,655.04,3275.20,Credit Card,Shipped,Hyderabad
ORD10463,2026-08-17,CUST1147,USB-C Hub,Electronics,3,1730.12,5190.36,UPI,Shipped,Kolkata
ORD10297,2026-08-19,CUST1186,Power Bank,Electronics,5,1412.51,7062.55,UPI,Returned,Chennai
ORD10003,2026-05-24,CUST1051,Bluetooth Headphones,Electronics,5,2060.18,10300.90,Net Banking,Cancelled,Nagpur
ORD10275,2026-01-24,CUST1129,Running Shoes,Footwear,3,2998.52,8995.56,Credit Card,Returned,Ahmedabad
ORD10393,2026-07-16,CUST1141,Backpack,Bags,5,1626.26,8131.30,UPI,Cancelled,Nagpur
ORD10305,2026-06-26,CUST1181,Jeans,Fashion,3,2121.88,6365.64,Cash on Delivery,Processing,Chennai
ORD10396,2026-04-13,CUST1137,Phone Case,Accessories,5,495.89,2479.45,Net Banking,Cancelled,Kolkata
ORD10404,2026-06-28,CUST1116,Phone Case,Accessories,1,489.74,489.74,Debit Card,Delivered,Bengaluru
ORD10264,2026-02-04,CUST1219,T-Shirt,Fashion,4,818.14,3272.56,UPI,Cancelled,Nashik
ORD10109,2026-05-15,CUST1153,Laptop Stand,Accessories,5,1484.73,7423.65,Debit Card,Delivered,Nagpur
ORD10223,2026-08-23,CUST1090,Mechanical Keyboard,Electronics,5,2621.66,13108.30,Debit Card,Cancelled,Nashik
ORD10464,2026-01-04,CUST1063,Wireless Mouse,Electronics,1,774.22,774.22,UPI,Cancelled,Hyderabad
ORD10375,2026-06-26,CUST1186,Power Bank,Electronics,2,1629.64,3259.28,UPI,Returned,Hyderabad
ORD10064,2026-01-01,CUST1134,Laptop Stand,Accessories,1,1380.36,1380.36,Net Banking,Shipped,Hyderabad
ORD10200,2026-03-14,CUST1174,Mechanical Keyboard,Electronics,3,2446.46,7339.38,Net Banking,Cancelled,Kolkata
ORD10145,2026-06-27,CUST1102,Jeans,Fashion,3,1902.19,5706.57,UPI,Processing,Kolkata
ORD10078,2026-08-04,CUST1164,Phone Case,Accessories,3,536.69,1610.07,Debit Card,Returned,Chennai
ORD10430,2026-04-07,CUST1116,Backpack,Bags,3,1867.98,5603.94,UPI,Delivered,Delhi
ORD10389,2026-04-21,CUST1209,Power Bank,Electronics,3,1472.12,4416.36,Net Banking,Shipped,Bengaluru
ORD10162,2026-03-28,CUST1206,Jeans,Fashion,3,2146.86,6440.58,UPI,Cancelled,Mumbai
ORD10451,2026-08-28,CUST1082,Desk Lamp,Home & Kitchen,1,1374.13,1374.13,Credit Card,Cancelled,Ahmedabad
ORD10062,2026-03-09,CUST1010,Desk Lamp,Home & Kitchen,3,1083.38,3250.14,UPI,Delivered,Delhi
ORD10302,2026-06-19,CUST1123,Water Bottle,Home & Kitchen,2,711.77,1423.54,Net Banking,Cancelled,Hyderabad
ORD10037,2026-05-05,CUST1040,T-Shirt,Fashion,5,942.66,4713.30,Credit Card,Processing,Nagpur
ORD10210,2026-02-19,CUST1232,Running Shoes,Footwear,1,2925.62,2925.62,Debit Card,Processing,Nashik
ORD10353,2026-04-12,CUST1235,T-Shirt,Fashion,5,953.96,4769.80,Credit Card,Returned,Hyderabad
ORD10339,2026-08-28,CUST1227,Wireless Mouse,Electronics,4,723.10,2892.40,UPI,Shipped,Nagpur
ORD10452,2026-02-14,CUST1196,Power Bank,Electronics,3,1519.85,4559.55,Cash on Delivery,Delivered,Pune
ORD10083,2026-01-02,CUST1242,Smart Watch,Electronics,5,3373.44,16867.20,Debit Card,Processing,Delhi
ORD10002,2026-04-19,CUST1009,Running Shoes,Footwear,5,2539.76,12698.80,UPI,Delivered,Nagpur
ORD10259,2026-01-18,CUST1061,Running Shoes,Footwear,4,2494.41,9977.64,Debit Card,Processing,Delhi
ORD10374,2026-05-26,CUST1214,Laptop Stand,Accessories,2,1323.92,2647.84,Cash on Delivery,Returned,Hyderabad
ORD10036,2026-03-09,CUST1238,Power Bank,Electronics,1,1717.24,1717.24,Cash on Delivery,Processing,Delhi
ORD10212,2026-05-25,CUST1195,USB-C Hub,Electronics,4,1581.71,6326.84,Net Banking,Cancelled,Ahmedabad
ORD10243,2026-03-03,CUST1147,Power Bank,Electronics,1,1550.63,1550.63,Cash on Delivery,Shipped,Mumbai
ORD10341,2026-02-25,CUST1194,Power Bank,Electronics,4,1379.53,5518.12,UPI,Shipped,Kolkata
ORD10462,2026-05-08,CUST1220,Phone Case,Accessories,5,478.06,2390.30,Net Banking,Shipped,Hyderabad
ORD10204,2026-07-26,CUST1091,Water Bottle,,5,768.90,3844.50,UPI,Cancelled,Pune
ORD10013,2026-05-26,CUST1225,Mechanical Keyboard,Electronics,2,2808.73,5617.46,Debit Card,Shipped,Chennai
ORD10233,2026-05-22,CUST1240,Wireless Mouse,Electronics,4,777.45,3109.80,UPI,Returned,Mumbai
ORD10383,2026-05-22,CUST1024,Mechanical Keyboard,Electronics,1,2191.34,2191.34,Net Banking,Returned,Hyderabad
ORD10440,2026-05-03,CUST1020,T-Shirt,Fashion,1,764.44,764.44,Credit Card,Returned,Nagpur
ORD10480,2026-04-29,CUST1068,Jeans,Fashion,2,1970.16,3940.32,UPI,Delivered,Nashik
ORD10472,2026-01-01,CUST1195,Webcam,Electronics,1,2496.52,2496.52,Cash on Delivery,Processing,Mumbai
ORD10433,2026-04-12,CUST1056,Smart Watch,Electronics,1,3809.37,3809.37,Cash on Delivery,Shipped,Chennai
ORD10471,2026-08-27,CUST1105,Jeans,Fashion,2,1789.44,3578.88,UPI,Shipped,Kolkata
ORD10056,2026-07-27,CUST1046,Smart Watch,Electronics,2,3998.87,7997.74,Cash on Delivery,Delivered,Nashik
ORD10119,2026-05-01,CUST1075,Power Bank,Electronics,4,1584.16,6336.64,UPI,Shipped,Bengaluru
ORD10118,2026-02-14,CUST1142,Laptop Stand,Accessories,1,1165.36,1165.36,UPI,Shipped,Pune
ORD10055,2026-04-15,CUST1250,Jeans,Fashion,5,2229.37,11146.85,Net Banking,Shipped,Nagpur
ORD10220,2026-08-23,CUST1073,Backpack,Bags,2,1725.55,3451.10,Cash on Delivery,Cancelled,Hyderabad
ORD10473,2026-04-18,CUST1126,Bluetooth Headphones,Electronics,5,2288.72,11443.60,UPI,Shipped,Bengaluru
ORD10457,2026-01-23,CUST1237,T-Shirt,Fashion,2,779.77,1559.54,Cash on Delivery,Delivered,Chennai
ORD10254,2026-06-04,CUST1211,T-Shirt,Fashion,4,785.44,3141.76,Credit Card,Returned,Bengaluru
ORD10131,2026-01-14,CUST1049,Running Shoes,Footwear,5,2865.93,14329.65,Net Banking,Processing,Ahmedabad
ORD10169,2026-06-21,CUST1244,USB-C Hub,Electronics,4,1576.76,6307.04,Net Banking,Cancelled,Ahmedabad
ORD10261,2026-05-16,CUST1094,Jeans,Fashion,1,2043.33,2043.33,Cash on Delivery,Processing,Bengaluru
ORD10236,2026-04-09,CUST1021,Power Bank,Electronics,5,1442.32,7211.60,Debit Card,Shipped,Pune
ORD10478,2026-02-04,CUST1200,Bluetooth Headphones,Electronics,1,2265.00,2265.00,Net Banking,Delivered,Nashik
ORD10216,2026-05-10,CUST1099,Mechanical Keyboard,Electronics,1,2585.22,2585.22,Cash on Delivery,Returned,Kolkata
ORD10080,2026-01-21,CUST1036,Webcam,Electronics,3,2458.28,7374.84,Credit Card,Shipped,Delhi
ORD10207,2026-06-08,CUST1118,Webcam,Electronics,2,2397.78,4795.56,Debit Card,Delivered,Delhi
ORD10129,2026-04-13,CUST1209,Power Bank,Electronics,4,1403.76,5615.04,Net Banking,Delivered,Chennai
ORD10390,2026-02-21,CUST1123,Webcam,Electronics,5,2494.07,12470.35,Debit Card,Shipped,Delhi
ORD10157,2026-07-10,CUST1128,Backpack,Bags,1,2020.61,2020.61,Debit Card,Shipped,Ahmedabad
ORD10363,2026-06-08,CUST1164,Water Bottle,Home & Kitchen,4,672.41,2689.64,Net Banking,Cancelled,Chennai
ORD10065,2026-08-24,CUST1085,Power Bank,Electronics,1,1700.86,1700.86,Net Banking,Processing,Mumbai
ORD10005,2026-07-15,CUST1087,Laptop Stand,Accessories,2,1188.06,2376.12,UPI,Delivered,Delhi
ORD10092,2026-07-16,CUST1095,Bluetooth Headphones,Electronics,4,2118.62,8474.48,Credit Card,Returned,Ahmedabad
ORD10051,2026-03-09,CUST1042,Webcam,Electronics,2,2289.45,4578.90,Cash on Delivery,Returned,Delhi
ORD10321,2026-08-28,CUST1064,USB-C Hub,Electronics,2,1588.18,3176.36,UPI,Processing,Delhi
ORD10444,2026-06-16,CUST1043,Water Bottle,Home & Kitchen,5,595.93,2979.65,Cash on Delivery,Processing,Nagpur
ORD10117,2026-06-06,CUST1246,Laptop Stand,Accessories,5,1346.16,6730.80,UPI,Shipped,Nagpur
ORD10310,2026-03-03,CUST1063,Mechanical Keyboard,Electronics,5,2679.60,13398.00,UPI,Returned,Nagpur
ORD10186,2026-07-31,CUST1117,Phone Case,Accessories,2,486.10,972.20,Cash on Delivery,Cancelled,Mumbai
ORD10074,2026-01-02,CUST1229,Bluetooth Headphones,Electronics,2,2092.59,4185.18,UPI,Cancelled,Nagpur
ORD10360,2026-07-04,CUST1140,T-Shirt,Fashion,3,809.80,2429.40,Cash on Delivery,Shipped,Kolkata
ORD10379,2026-03-05,CUST1183,Mechanical Keyboard,Electronics,5,2345.60,11728.00,UPI,Delivered,Bengaluru
ORD10391,2026-06-12,CUST1126,Webcam,Electronics,3,2353.95,7061.85,Net Banking,Shipped,Hyderabad
ORD10135,2026-08-22,CUST1030,Mechanical Keyboard,Electronics,2,2868.05,5736.10,Cash on Delivery,Delivered,Nashik
ORD10450,2026-05-08,CUST1164,Phone Case,Accessories,4,441.03,1764.12,Net Banking,Delivered,Kolkata
ORD10218,2026-01-16,CUST1116,Phone Case,Accessories,5,446.73,2233.65,UPI,Processing,Mumbai
ORD10190,2026-07-04,CUST1014,Smart Watch,Electronics,4,3885.39,15541.56,Debit Card,Returned,Bengaluru
ORD10050,2026-04-19,CUST1213,Laptop Stand,Accessories,1,1140.12,1140.12,Debit Card,Delivered,Pune
ORD10247,2026-04-01,CUST1140,T-Shirt,Fashion,3,800.13,2400.39,Debit Card,Shipped,Chennai
ORD10234,2026-03-11,CUST1116,Laptop Stand,Accessories,1,1401.54,1401.54,Net Banking,Shipped,Delhi
ORD10244,2026-05-15,CUST1140,Water Bottle,Home & Kitchen,3,608.34,1825.02,Net Banking,Returned,Kolkata
ORD10346,2026-03-18,CUST1097,T-Shirt,Fashion,4,874.26,3497.04,Credit Card,Returned,Chennai
ORD10276,2026-07-04,CUST1231,USB-C Hub,Electronics,2,1675.14,3350.28,Net Banking,Processing,Ahmedabad
ORD10442,2026-01-23,CUST1188,Phone Case,Accessories,1,458.42,458.42,UPI,Delivered,Hyderabad
ORD10382,2026-04-25,CUST1143,USB-C Hub,Electronics,1,1449.04,1449.04,Net Banking,Returned,Delhi
ORD10069,2026-03-24,CUST1120,Power Bank,Electronics,5,1546.97,7734.85,Cash on Delivery,Cancelled,Nagpur
ORD10437,2026-06-26,CUST1233,Wireless Mouse,Electronics,4,636.58,2546.32,Credit Card,Processing,Nashik
ORD10149,2026-01-12,CUST1084,T-Shirt,Fashion,3,1007.80,3023.40,UPI,Processing,Hyderabad
ORD10324,2026-08-25,CUST1230,USB-C Hub,Electronics,4,1688.26,6753.04,Debit Card,Delivered,Bengaluru
ORD10378,2026-04-07,CUST1111,Bluetooth Headphones,Electronics,3,2030.81,6092.43,,Returned,Delhi
ORD10283,2026-01-25,CUST1013,Laptop Stand,Accessories,4,1200.76,4803.04,Debit Card,Cancelled,Ahmedabad
ORD10386,2026-02-12,CUST1112,Laptop Stand,Accessories,4,1161.02,4644.08,Debit Card,Cancelled,Bengaluru
ORD10287,2026-05-07,CUST1153,Webcam,Electronics,1,1902.49,1902.49,Cash on Delivery,Processing,Kolkata
ORD10377,2026-03-25,CUST1008,Backpack,Bags,4,2052.08,8208.32,Debit Card,Cancelled,Chennai
ORD10098,2026-06-12,CUST1229,Mechanical Keyboard,Electronics,4,2844.45,11377.80,Cash on Delivery,Shipped,Delhi
ORD10095,2026-06-10,CUST1063,Mechanical Keyboard,Electronics,5,2641.90,13209.50,UPI,Processing,Ahmedabad
ORD10434,2026-03-28,CUST1141,Laptop Stand,Accessories,3,1426.96,4280.88,Net Banking,Shipped,Ahmedabad
ORD10100,2026-08-07,CUST1063,Power Bank,Electronics,5,1394.85,6974.25,UPI,Processing,Chennai
ORD10239,2026-02-25,CUST1214,Wireless Mouse,Electronics,1,598.14,598.14,Credit Card,Returned,Ahmedabad
ORD10474,2026-08-18,CUST1217,Mechanical Keyboard,Electronics,1,2814.83,2814.83,Net Banking,Cancelled,Hyderabad
ORD10340,2026-04-25,CUST1154,Mechanical Keyboard,Electronics,1,2569.43,2569.43,UPI,Shipped,Pune
ORD10313,2026-06-15,CUST1016,Jeans,Fashion,3,1891.75,5675.25,UPI,Returned,Nagpur
ORD10121,2026-05-20,CUST1058,Running Shoes,Footwear,2,2833.89,5667.78,Credit Card,Processing,Nashik
ORD10153,2026-02-10,CUST1019,Desk Lamp,Home & Kitchen,3,1262.89,3788.67,Cash on Delivery,Processing,Ahmedabad
ORD10079,2026-01-20,CUST1183,Running Shoes,Footwear,2,2702.97,5405.94,Debit Card,Shipped,Bengaluru
ORD10364,2026-04-16,CUST1004,Wireless Mouse,Electronics,1,705.75,705.75,UPI,Returned,Bengaluru
ORD10269,2026-04-12,CUST1184,Desk Lamp,Home & Kitchen,1,1042.80,1042.80,Cash on Delivery,Returned,Delhi
ORD10226,2026-02-05,CUST1040,Webcam,Electronics,4,1995.82,7983.28,UPI,Processing,Mumbai
ORD10075,2026-05-23,CUST1064,USB-C Hub,Electronics,5,1581.99,7909.95,,Cancelled,Nashik
ORD10214,2026-07-23,CUST1071,Phone Case,Accessories,4,518.67,2074.68,Net Banking,Delivered,Hyderabad
ORD10307,2026-04-12,CUST1210,Backpack,Bags,5,1734.07,8670.35,Debit Card,Shipped,Bengaluru
ORD10460,2026-02-02,CUST1192,Jeans,Fashion,3,1799.28,5397.84,Debit Card,Delivered,Pune
ORD10257,2026-07-22,CUST1243,Backpack,Bags,4,1677.33,6709.32,UPI,Delivered,Delhi
ORD10446,2026-02-01,CUST1151,Desk Lamp,Home & Kitchen,1,1069.51,1069.51,Cash on Delivery,Processing,Delhi
ORD10235,2026-08-15,CUST1090,Mechanical Keyboard,Electronics,2,2736.43,5472.86,UPI,Cancelled,Pune
ORD10479,2026-03-22,CUST1105,Mechanical Keyboard,Electronics,2,2461.19,4922.38,UPI,Returned,Hyderabad
ORD10161,2026-08-22,CUST1070,Desk Lamp,Home & Kitchen,3,1210.10,3630.30,Credit Card,Processing,Chennai
ORD10221,2026-06-11,CUST1166,Running Shoes,Footwear,5,2509.69,12548.45,Debit Card,Delivered,Hyderabad
ORD10413,2026-06-01,CUST1022,Smart Watch,Electronics,3,3938.49,11815.47,Credit Card,Processing,Mumbai
ORD10328,2026-08-01,CUST1141,Mechanical Keyboard,Electronics,5,2208.27,11041.35,Net Banking,Shipped,Ahmedabad
ORD10453,2026-02-25,CUST1011,Backpack,Bags,1,1536.59,1536.59,UPI,Cancelled,Kolkata
ORD10230,2026-03-03,CUST1080,Jeans,Fashion,4,1839.48,7357.92,Cash on Delivery,Shipped,Hyderabad
ORD10343,2026-08-13,CUST1037,Jeans,Fashion,3,1841.22,5523.66,Net Banking,Shipped,Delhi
ORD10403,2026-07-20,CUST1053,Webcam,Electronics,3,2095.47,6286.41,Net Banking,Cancelled,Hyderabad
ORD10209,2026-02-26,CUST1086,Smart Watch,Electronics,3,3757.02,11271.06,Credit Card,Delivered,Kolkata
ORD10147,2026-06-25,CUST1236,Backpack,Bags,1,1655.86,1655.86,Debit Card,Shipped,Mumbai
ORD10101,2026-06-21,CUST1098,Bluetooth Headphones,Electronics,4,2040.89,8163.56,Debit Card,Delivered,Chennai
ORD10251,2026-01-13,CUST1222,Laptop Stand,Accessories,3,1440.13,4320.39,Debit Card,Processing,Mumbai
ORD10025,2026-02-24,CUST1238,Water Bottle,Home & Kitchen,5,682.88,3414.40,Net Banking,Shipped,Bengaluru
ORD10061,2026-08-04,CUST1138,Running Shoes,Footwear,5,2811.75,14058.75,Debit Card,Delivered,Mumbai
ORD10408,2026-04-26,CUST1152,T-Shirt,Fashion,5,1002.32,5011.60,Cash on Delivery,Cancelled,Pune
ORD10362,2026-03-01,CUST1018,Power Bank,Electronics,2,1653.04,3306.08,Credit Card,Delivered,Nagpur
ORD10271,2026-08-13,CUST1213,Phone Case,Accessories,5,475.72,2378.60,Net Banking,Returned,Nashik
ORD10372,2026-03-13,CUST1231,Wireless Mouse,Electronics,1,737.67,737.67,Net Banking,Returned,Pune
ORD10402,2026-03-17,CUST1107,Webcam,Electronics,1,2187.63,2187.63,UPI,Delivered,Nashik
ORD10142,2026-07-10,CUST1122,Bluetooth Headphones,Electronics,4,1725.33,6901.32,UPI,Cancelled,Nashik
ORD10179,2026-07-10,CUST1017,T-Shirt,Fashion,4,906.04,3624.16,Cash on Delivery,Cancelled,Hyderabad
ORD10105,2026-02-26,CUST1104,Phone Case,Accessories,1,438.08,438.08,Credit Card,Processing,Ahmedabad
ORD10467,2026-08-19,CUST1014,Webcam,Electronics,1,2200.35,2200.35,Credit Card,Shipped,Kolkata
ORD10465,2026-08-08,CUST1010,Power Bank,Electronics,2,1354.63,2709.26,Net Banking,Cancelled,Nagpur
ORD10085,2026-01-08,CUST1100,Bluetooth Headphones,Electronics,3,1960.52,5881.56,Debit Card,Cancelled,Nashik
ORD10178,2026-01-05,CUST1045,Jeans,Fashion,2,2052.29,4104.58,Debit Card,Delivered,Nashik
ORD10370,2026-03-26,CUST1145,Phone Case,Accessories,4,520.69,2082.76,UPI,Returned,Pune
ORD10041,2026-06-02,CUST1011,Desk Lamp,Home & Kitchen,5,1107.71,5538.55,Net Banking,Delivered,Delhi
ORD10112,2026-05-01,CUST1123,Smart Watch,Electronics,1,3576.75,3576.75,Cash on Delivery,Processing,Nashik
ORD10380,2026-06-12,CUST1040,USB-C Hub,Electronics,4,1700.54,6802.16,Cash on Delivery,Processing,Hyderabad
ORD10127,2026-02-16,CUST1150,Running Shoes,Footwear,4,3260.86,13043.44,Cash on Delivery,Cancelled,Mumbai
ORD10199,2026-04-24,CUST1107,Phone Case,Accessories,4,496.85,1987.40,Debit Card,Shipped,Kolkata
ORD10008,2026-02-28,CUST1198,Bluetooth Headphones,Electronics,1,1726.63,1726.63,Debit Card,Delivered,Nagpur
ORD10338,2026-03-30,CUST1040,Power Bank,Electronics,2,1385.46,2770.92,Debit Card,Shipped,Mumbai
ORD10354,2026-05-17,CUST1167,Jeans,Fashion,3,1927.43,5782.29,Debit Card,Processing,Bengaluru
ORD10284,2026-08-19,CUST1041,Power Bank,Electronics,2,1707.07,3414.14,Debit Card,Returned,Hyderabad
ORD10458,2026-06-20,CUST1190,Backpack,Bags,5,1558.85,7794.25,Credit Card,Delivered,Pune
ORD10024,2026-05-02,CUST1243,Jeans,Fashion,2,1776.15,3552.30,Net Banking,Shipped,Bengaluru
ORD10411,2026-06-13,CUST1081,Running Shoes,Footwear,4,2923.10,11692.40,Net Banking,Cancelled,Ahmedabad
ORD10327,2026-01-21,CUST1135,Running Shoes,Footwear,5,3223.52,16117.60,Cash on Delivery,Returned,Hyderabad
ORD10248,2026-07-27,CUST1035,T-Shirt,Fashion,4,934.53,3738.12,UPI,Cancelled,Pune
ORD10319,2026-05-26,CUST1173,T-Shirt,Fashion,3,977.42,2932.26,Credit Card,Shipped,Ahmedabad
ORD10238,2026-02-05,CUST1195,Laptop Stand,Accessories,4,1375.41,5501.64,Cash on Delivery,Cancelled,Ahmedabad
ORD10088,2026-04-27,CUST1084,Laptop Stand,Accessories,4,1231.72,4926.88,Debit Card,Cancelled,Bengaluru
ORD10225,2026-01-05,CUST1093,Mechanical Keyboard,Electronics,4,2505.36,10021.44,Debit Card,Shipped,Nagpur
ORD10027,2026-05-22,CUST1059,Mechanical Keyboard,Electronics,3,2139.92,6419.76,Net Banking,Shipped,Pune
ORD10314,2026-02-14,CUST1107,Water Bottle,Home & Kitchen,1,785.65,785.65,Credit Card,Delivered,Delhi
ORD10358,2026-05-26,CUST1214,Bluetooth Headphones,Electronics,3,1837.09,5511.27,Credit Card,Cancelled,Kolkata
ORD10262,2026-02-17,CUST1128,Bluetooth Headphones,Electronics,1,1714.69,1714.69,Net Banking,Cancelled,Kolkata
ORD10308,2026-01-21,CUST1089,Wireless Mouse,Electronics,3,794.48,2383.44,Cash on Delivery,Processing,Chennai
ORD10009,2026-04-27,CUST1163,Smart Watch,Electronics,1,3373.17,3373.17,Debit Card,Shipped,Hyderabad
ORD10217,2026-07-27,CUST1147,Jeans,Fashion,1,1968.86,1968.86,Credit Card,Processing,Ahmedabad
ORD10205,2026-01-20,CUST1221,Power Bank,Electronics,1,1480.90,1480.90,Debit Card,Returned,Delhi
ORD10019,2026-04-22,CUST1041,Jeans,Fashion,3,1766.05,5298.15,Cash on Delivery,Delivered,Bengaluru
ORD10116,2026-08-21,CUST1114,Bluetooth Headphones,Electronics,5,1927.26,9636.30,Debit Card,Returned,Delhi
ORD10042,2026-03-22,CUST1240,Running Shoes,Footwear,5,2955.73,14778.65,Debit Card,Shipped,Hyderabad
ORD10058,2026-01-10,CUST1220,Jeans,Fashion,1,1928.56,1928.56,Cash on Delivery,Shipped,Nagpur
ORD10176,2026-08-08,CUST1038,Jeans,Fashion,5,1700.85,8504.25,Credit Card,Returned,Bengaluru
ORD10195,2026-05-25,CUST1169,Wireless Mouse,Electronics,2,776.56,1553.12,Cash on Delivery,Delivered,Nashik
ORD10167,2026-03-19,CUST1167,Running Shoes,Footwear,4,3255.04,13020.16,Cash on Delivery,Delivered,Nashik
ORD10148,2026-06-30,CUST1224,Power Bank,Electronics,1,1616.09,1616.09,UPI,Cancelled,Nashik
ORD10273,2026-03-24,CUST1240,USB-C Hub,Electronics,3,1438.14,4314.42,Credit Card,Processing,Kolkata
ORD10123,2026-06-29,CUST1104,Mechanical Keyboard,Electronics,4,2640.45,10561.80,Debit Card,Returned,Kolkata
ORD10213,2026-06-10,CUST1081,Running Shoes,Footwear,5,2745.24,13726.20,Credit Card,Cancelled,Mumbai
ORD10427,2026-08-08,CUST1132,Laptop Stand,Accessories,5,1208.33,6041.65,UPI,Shipped,Delhi
ORD10241,2026-06-09,CUST1118,Bluetooth Headphones,Electronics,4,2082.33,8329.32,UPI,Delivered,Chennai
ORD10140,2026-05-04,CUST1089,Smart Watch,Electronics,2,3442.89,6885.78,Debit Card,Returned,Kolkata
ORD10286,2026-05-10,CUST1118,Wireless Mouse,Electronics,1,792.37,792.37,Credit Card,Shipped,Ahmedabad
ORD10333,2026-01-17,CUST1139,Wireless Mouse,Electronics,4,666.40,2665.60,UPI,Delivered,Chennai
ORD10356,2026-05-25,CUST1222,Webcam,Electronics,3,2142.22,6426.66,Credit Card,Shipped,Pune
ORD10106,2026-03-30,CUST1109,Webcam,Electronics,4,2234.28,8937.12,Net Banking,Processing,Hyderabad
ORD10227,2026-08-15,CUST1135,Water Bottle,Home & Kitchen,5,769.27,3846.35,UPI,Processing,Ahmedabad
